title,artist,creator,tags,num_timing_points,num_uninherited_points,mp3_duration_seconds,song_name,variation_rating_uninherited
Genjitsu Escape,tephe,AirinCat,featured artist fa kagamine len 鏡音レン ren kyouren kittyadventure gokugohan12468 reality vocaloid japanese rock jrock Itovero saw mappers' guild mpg,40,2,208.2220408163265,1997470,0.0048025655501191
Torero,Chayanne,Krisom,lepidopodus spanish,15,4,217.1362,20013,0.0138162130496895
Hikari no Naka e,kessoku band,Shirahane Suou,bocchi the rock japanese anime jrock j-rock he tomatas95,24,2,258.336,2004303,0.0038709277839712
The Legend Of The Black Shawarma,Infected Mushroom,La Cataline,natteke lepidopodus lepidon,132,2,246.41304166666663,20122,0.0040582267611985
"Konna Sekai, Shiritakunakatta. (Anime Ver.)",Sawai Miku,smallboat,Akame ga Kill! tv size ending takahiro tetsuya square enix white fox gangan comic joker black red eye girl anigi king blood ice zan slash sword cut head kill death die night raid minakami yuki amamiya yuko skystar,59,2,93.744,201502,0.0106673493770267
Character,Ryokuoushoku Shakai,Amateurre,"daredatte need you datte nijuu da actor japanese pop jpop j-pop ryokushaka 森永製菓 ""受験にinゼリ-2022"" morinaga seika juken ni in jelly - 2022 commercial cm 長屋 晴子 Haruko Nagaya 小林 壱誓 Issey issei Kobayashi peppe 穴見 真吾 Shingo Anami Green-yellow society green yellow midorijeon flake shizuku- ayesha altugle kazato asa shikibe mayu bongo jiysea kyuuchie wen big sis god haachama vaporfly red crewmate bigger deca liyuu rielle asagi tsukinyuni tsunyun lowgraphics",39,2,249.42666666666668,2025917,0.0040091944192013
Terekakushi Shishunki,Sana,litoluna,HoneyWorks vocaloid Kagamine Len,30,5,209.35733333333332,202677,0.0191060897476722
Swing It!!,"Fear, and Loathing in Las Vegas",Guy,PHASE 2,25,4,218.72329166666665,204159,0.0137159603677325
Frightmare,Strangers feat. Myles Travitz,Shadren,complextro electro house alexabm trigonometry bragador collaboration collab,30,4,285.5045,204319,0.0105077152899516
Mopemope,LeaF,Daycore,monthly beatmapping contest stompy_ mbc4 mbc 4 fa featured artist mappers' guild mg mpg bms of fighters ultimate video game happy upbeat glitch hardcore horror electronic instrumental breakcore,18,2,110.44571428571427,2063704,0.0090542218543046
Mono Crossroad,Amatsuki & Midori Inu.,sheela901,kakifly chirony ariep monocross road duet utaite Monokurosurodo vocaloid hatsune miku nico douga,21,2,224.1098333333333,206939,0.0044620978255453
Startear,Haruna Luna,Melophobia,Sword Art Online II SAO 2 Ending 2nd season shinon kirito phantom bullet gun gale ggo,58,3,300.4865306122449,208426,0.0066558723811179
IGNITE,Aoi Eir,Frostmourne,Full Version Opening SAO Kirito Asuna Sinon Asada Shino Shinon Death Gun Gale Online Phantom Bullet ソードアート・オンラインⅡ,45,2,243.618,209170,0.0041047870026024
EXTRA MAGIC HOUR,AKINO with bless4,wcx19911123,甘城ブリリアントパーク TV Size opening Fycho xxdeathx,76,2,90.01891666666667,218098,0.011108776210926
Sonic Heroes,Crush 40,Krisom,Rokodo Roko-Don,36,2,208.36,21836,0.0047993856786331
Romeo and Cinderella,Hatsune Miku,Nekoo[],samiljul Glass doriko kiru,4,2,280.93725,21954,0.0035595137348286
Asu no Yozora Shoukaihan,Orangestar,Gelbana,ia -ARIA ON THE PLANETES- vocaloid m.b. tsumetaku crn caren_sk iyasine,15,3,176.93333333333334,219728,0.0113036925395629
Marukaite Chikyuu,Takahashi Hiroki,ByBy_ChAn,hetalia japan nihon 日本 AIR Kenterz ErunamoJAZZ Estellia-,11,2,156.8391836734694,220496,0.00637595769487
Daidai Genome,Tsunamaru,Lust,Orange Genome Hatsune Miku Append Mezame-P Wakotsu-P f*cla Not-116 kenji kinshara,9,2,220.78691666666663,221954,0.0045292538846844
1/2,Kawamoto Makoto,Natsu,opening El Guerrero samurai x Rurouni Kenshin Meiji Kenkaku Romantan One Half,11,4,103.51733333333334,222119,0.0289806538035498
Liar Mask anime size,Mayama Rika,Aerous,agk Akame ga Kill! Second Opening TV Sellenite IamKwan captin1 -Yuzuriha-inori-,25,5,90.024,224203,0.0444325957522438
AMAZING BREAK (TV-size),TERRASPEX,kunka,opening -maruk- kunkakunkakunkakunka テラフォーマーズ bugs anex mars,29,2,89.352,225905,0.0111916912883875
Liar Mask anime size,Mayama Rika,smallboat,akame ga Kill! tv size opening takahiro tetsuya square enix white fox gangan comic joker black red eye girl anigi king blood ice zan slash sword cut head kill death die night raid Irie Miyuki Hollow Wings,45,5,90.096,226582,0.0443970875510566
U.N. Owen was her?,Len,Louis Cyphre,Flandre Scarlet lepidon lepidopodus,18,2,130.90491666666668,22699,0.0076391324746524
Susume*Tomorrow (TV Size),u's,Atsuro,Sunrise ラブライブ muse Kousaka Honoka Minami Kotori Sonoda Umi Emi Nitta Aya Uchida Suzuko Mimori START:DASH!! ending,12,2,118.09959183673467,228109,0.0084674297721742
Kiss no Hitotsu de short,Sasaki Sayaka,Momovely,feng chiisana kanojo no serenade ending litoluna wring satellite dagger-gazel shirakai kacha,40,2,105.29841666666668,228678,0.0094968189613487
Mangekyou,Kotoge Mai,Oracle,cRyo[iceeicee] Frostmourne Atoguru Kaleidoscope 東方風神録 ～ Mountain of Faith Hina Kagiyama's theme Dark Side of Fate 運命のダークサイド W*M K2 幻想天舞 ～GENSOUTENBU～ C-CLAYS,388,3,205.01433333333333,230094,0.0097554154750155
Shirushi (TV Size),LiSA,aigoh,Sword Art Online SAO ED ending 3 Mother's Rosario,33,2,89.97104166666666,232301,0.0111146873646844
"Souon!! Now,Thank You!",Silver Forest,eveless,0989596108 Pokie Lisa Natsumi Izayoi Sakuya The Maid and the Pocket Watch of Blood Lunar Clock Luna Dial,12,2,90.67102040816326,23251,0.0110288821665226
Netsujou no Spectrum,Ikimono Gakari,xxdeathx,opening tv_size 七つの大罪 the seven deadly sins kibbleru soga tt_mouse,19,2,90.024,232935,0.0111081489380609
"Listen, Miku; Don't Say ""Bad Marisa Ass Apple Irony""",DJ~MoExx,Mashley,k-on htt yoko hikasa vocaloid hatsune iosys masayoshi minoshima imogen heap double haruhi hare hirano aya claris florence machine jarby  blue dragon lilac mariobros777,7,4,159.13533333333334,23312,0.0188518786944445
Face Down,Feint,phaZ,Stjpa Bonsai dnb cut,14,2,121.21185941043083,240329,0.008250017818916
Renatus,Soleily,Deif,MBC7 Unisphere 地球ヤバイEP Chikyu Yabai,104,4,237.6881632653061,241526,0.0126215792944279
All'arrembaggio (TV Size),Cristina D'Avena & Giorgio Vanni,Armin,Kuroneko-sHerald Lucifer Louis Cyphre kuro Krisom,27,2,61.8969375,24203,0.0161558881649031
Rashisa,SUPER BEAVER,Milan-,deetz barakamon full version naru junon boy opening handa seishuu,50,2,267.3424583333333,248087,0.0037405207023014
Theme for Scanty & Knee Socks,TeddyLoid,ztrot,devils angels hardstyle gladi gladiool larto backfire I want you,5,3,253.4138775510204,24886,0.0078922276054015
Judgement in the Sixtieth Year ~ Fate of Sixty Years,ZUN,DarkDunskin,shikieiki yamaxanadu Phantasmagoria of flower view Stage Final Fight69 OnosakiHito PoFV,8,7,271.20325,25369,0.0221236286807034
happily ever after,Nakagawa Shouko,smallboat,天元突破グレンラガン Shokotan best sound meg rock GAINAX tokyo hot blood robot fight final universe super drill anime Simon Kamina Yoko baldrace Tsukuyomi,159,3,210.456,253823,0.009503174060136
Do a Barrel Roll!,,Remco32,Starfox Star fox Nintendo 64 N64,4,4,48.039125,2569,0.0624490974804391
F.I,44teru-k,AngelHoney,Frederic Chopin holic 44teru-k respect for Chopin O2jam Classical fantasie impromptu mix Ultimate Fantasy Electro Fantasy OST gow3 gowww lepidopodus,14,4,136.1320625,25828,0.0220374241373151
Juu Mensou,Megpoid GUMI,m i z u k i,yuzuki YM mizuki y_u_z_u_k_i kaichi HannyaG,5,2,221.7012083333333,26011,0.0045105753257622
Asgard (Short Ver.),Yousei Teikoku,osuplayer111,Louis Cyphre Lucifer Kite kanpakyin Visual Novel,10,2,100.67591666666668,26334,0.0099328621293904
Dangerous (Nightcore Mix),Cascada,osuplayer111,Trance deadbeat Louis Cyphre Lucifer,47,3,143.31633333333335,26452,0.0139551435170217
Innocent Blue (TV Size),DeviceHigh,- S e k a i  -,____A_A  Xeno HeatKai Sekai Saionji Makoto Ito Kotonoha Katsura,14,2,90.61875,26544,0.0110352438099179
Mayonaka no Orchestra (TV Size),Aqua Timez,Haneii,Ending lepidopodus ztrot,6,2,89.67836734693877,26716,0.0111509612583746
Oceanus,cosMo@BousouP,Broccoly,Okeanos cosMo AD:PIANOⅢ Diverse System instrumental winber1 fortune irreversible helloscv asagi,127,2,251.8726530612245,267767,0.0039702603194358
Kokuhaku Yokou Renshuu,sana,deetz,honeyworks milan- confession rehearsal 好きなひと。 Suki na Hito. shito,48,3,159.97920833333333,275283,0.0125016245600665
Attakain Dakara,Anba,Shiny-,honeyworks kumamushi hatsune miku vocaloid Because It's Warm DavidEd Fizz Smug-,25,2,82.28571428571429,276201,0.0121527777777777
Fuyu ni Saku Hana,Mitsuki Kotono,fuyuyu-,feng9th eroge kanojo no seiiki -yuzuriha 7ka -nanaka-,28,4,111.151,284403,0.0269903104785382
Kyoai,Comp,karenying,aesopl19193 KanaRin buta-otome ranko paprika u.n. owen was her? flandre scarlet,35,2,186.3681179138322,28609,0.0053657246271186
Piranha (Maffalda Reloaded Trap Mix),Alipio Martins,Tarrasky,sunosz irreversible asphyxia spectator nhawak brazil alarido blue dragon drum and bass dnb dubstep dubstrap,13,3,296.0195918367347,287873,0.0067563095658312
Itoshi Kimi wo Mitsuke ni,Atoguru,bakabaka,KOUSAI  C-CLAYS Mai Kotoge littlecar3370 qinche daidai  moriya suwako,16,4,268.021625,29044,0.0111931266740137
A Whole New World God Only Knows (TV Size),Oratorio The World God Only Knows,DJPop,ELISA kanpakyin KanaRin,38,4,89.31266666666667,29100,0.0335898603408251
Kibou no Uta(TV anime Ver.),ULTRA TOWER,eINess,Shokugeki No Soma opening kawaiwkyik,9,5,89.93958333333333,297204,0.0444742998772324
Story,FELT,Yohanes,美歌 NAGI☆ Mika ZUN Reitaisai SP2 kaeidzuka 東方花映塚 ～ Phantasmagoria of Flower View フラワリングナイト東方花映塚 th09 Sakuya Izayoi Flowering Night Touhou Rebirth yaldo_27 Fantastica Blizs Fizz,66,2,251.24571428571429,297409,0.0039801673944687
3331,nameless,Milan-,pishifat appleeaterx utaite ナノウ Nanou ke-sanβ 初音ミク cut short version Waltz Of Anomalies,11,2,126.07369614512471,297558,0.0079318686655215
Look At Me Now,Chris Brown Feat. Busta Rhymes & Lil Wayne,Mafiamaster,rap Louis Cyphre Lucifer,8,2,228.552,29859,0.004375371906612
Haru Modoki,yanaginagi,Aerous,jmmxps yahari ore no seishun love comedy wa machigatteiru zoku my teen romantic snafu 2 oregairu captin1 momochikun celsiuslk tv size,27,2,90.22695833333331,300312,0.0110831620446032
My Immortal,Evanescence,narakucrimson,Lanttu,20,2,278.63,30069,0.0035889889818038
UNBALANCED LOVE,Printemps,ZZHBOY,高坂穂乃果 Kousaka Honoka 新田恵海 Nitta Emi 南ことり Minami Kotori 内田彩 Uchida Aya 小泉花陽 Koizumi Hanayo 久保ユリカ Kubo Yurika school idol project muse LL lovelive,8,2,270.5240833333333,300750,0.0036965285592256
violet flow,Ruppina,Shad0w1and,MAD WHITE ALBUM2 ALBUM One Piece Free Will SakuraMai Melody m1223961117 DreaM117er,12,2,165.51183673469387,302913,0.0060418639520202
Kuchizuke Diamond,WEAVER,Blizs,yamada kun to nana nin no majo and the seven witches opening tv size byfar Padge14 [_Zzz_] Fantastica,8,2,91.08897959183672,303762,0.0109782764554057
ambiguous,GARNiDELiA,captin1,kill la opening full maria luxodeh sukinathan natsu,35,3,271.3338775510204,303867,0.0073709925868874
Theater Love Song,nameless,Milan-,appleeaterx pishifat saut n-buna utaite 歌ってみた ナブナ,33,2,99.9615873015873,307221,0.0100038427459436
Before My Body Is Dry (tomatomerde remix),Hiroyuki Sawano feat. Mika Kobayashi,ProfessionalBox,dnb drum and bass liquid -kevincela- mao asphyxia キルラキル,54,3,208.70215419501133,310717,0.0095830347689233
Star Wars Theme,Meco,LuigiHann,,10,10,171.7289375,3108,0.0524081737825926
Marie-Luise,Lily,spboxer3,wmfchris,7,3,260.5975,31408,0.0076746707086599
The Story Of Us,Taylor Swift,Mok,Speak Now Larto Gonzvlo,242,2,265.80125,31469,0.0037622095456661
Kodoku no Kakurenbo,Himeringo,Asahina Momoko,vocaloid IA 150P utaite nico douga mokori m_o_k_o_r_i winber1 halloween reol Frey CloudSplash16 little sionkotori,154,5,230.65491666666668,319791,0.0173419238479994
Go to Church (feat. Snoop Dogg & Lil Jon),Ice Cube,TicClick,Laugh Now Cry Later rap collaboration alacat EvilElvis FCL,15,2,240.2569,319999,0.00416221136625
Helena,My Chemical Romance,pishifat,cut three cheers for sweet revenge kyshiro gero mcr metal alternative punk,9,4,125.99391666666666,320194,0.0238106733989141
Arrival of Tears,Ayane,Natsu,Tatsh Dark Accelerator KSHR jonathanlfj Gero Broccoly Aka Gamu Cilvery Natsu Asphyxia DakeDekaane Skystar Fycho alacat Guy EvilElvis captin1 Luna- amamiya yuko visual novel eleven,219,2,321.28,321425,0.0031125498007968
Inner Universe (TV Size),Yoko Kanno feat. Origa,jericho2442,stand alone complex 1st first gig OP opening gits russian spboxer3,17,2,91.21958333333332,32189,0.0109625582956876
Doubt & Trust (TV Size),access,Katsuri,op3 opening theowest AXS,8,3,89.8635,32421,0.0222559771208555
Aerodynamics Girls and Boys Song,Hana,Patchouli,KEROQ Kukirikigaku Shoujo to Shounen no Uta Suzully Kitsuneko TTTL,182,2,253.8822448979592,32430,0.0039388339283116
Hanagoyomi short version,Ayumi.,Fushimi Rio,galgame eroge opening applique PinkHeart Syameimaru-Aya iMage-- Meg chenwu,133,2,107.112,324828,0.0093360221077003
2010 (feat. Dave Lombardo),Apocalyptica,pishifat,ringating cello thrash alternative metal worlds collide seventh 7th symphony slayer,34,2,179.57104166666667,324990,0.0055688266366259
I Really Like You,Carly Rae Jepsen,tutuhaha,Shad0w1and beren,35,2,204.9124375,326748,0.0048801332520384
Stay by my side,Draw the Emotional & Foreground Eclipse,- Milhofo -,seated with liquor ゆよゆっぺ yuyoyuppe 柿チョコ withered leaf ティアオイエツォン perfect cherry blossom 東方妖々夢 kakichoco kakicho touhou davided,139,2,206.27483333333333,327696,0.0048479011415999
Higurashi no Naku Koro ni,Eiko Shimamiya,Okorin,07th Expansion Kihhou EvilElvis J1NX1337 Yuii- Nozhomi Feerum Maruyu [Nicole] Yuzu- Vell Marin Okoratu Jinx Enhu When They Cry,196,2,266.91608333333335,333543,0.003746495855595
Fukagyaku Replace,MY FIRST STORY,Akitoshi,Nobunaga Concerto Ending TV Size Asagi Ster koliron Irreversible Chara,27,3,89.376,342218,0.0223773720014321
the executioner,zts,-kevincela-,07th Expansion Sieg Umineko no Naku Koro ni Chiru czl code zts label musicbox red,78,2,241.9461,342360,0.0041331519706248
Kid's Festival ~ Innocent Treasures,Demetori,Neptunus,zun,7,3,130.29875,34484,0.0153493414173198
"Ame, Kimi o Tsurete",EGOIST,monstrata,ryo supercell chelly guilty crown inori yuzuriha shu ouma extra terrestrial biological entities milan- ギルティクラウン,16,2,104.75633333333332,346301,0.0095459622170815
My True Love,Hanatan,spboxer3,,28,2,300.230625,34728,0.0033307728017419
Wadatsumi,TOTTO,Desperate-kun,konami コレットフィッシング German Mapping Contest Mao Yauxo Irreversible Zetera Sala- Pho Krimek Konei Okoratu Snaggletooth,31,2,126.34991666666669,351828,0.0079145283699567
Bull's eye,nano,Chloe,Aria the Scarlet Ammo Double A AT-X z1085684963 yf_bmp sharlo regraz skystar amamiya yuko opening,38,2,90.024,356357,0.0111081489380609
Kuusou Mesorogiwi,NateWantsToBattle feat. Amanda Lee,Okoratu,Mirai Nikki Yousei Teikoku Gasai Yuno Eins Zwei Drei german counting tv size version cover Shawn Christmas LeeandLie Future Diary & + and,62,2,90.40979591836737,356752,0.0110607483386304
Mii Channel Music (I Can Do Whatever I Want Because I'm An Adult Remix),Traxell,Kuki,Rizen Sharkie Wii,17,3,38.42612244897959,358730,0.0520479265805574
Disparity By Design,Rise Against,pishifat,endgame metal punk dashyy-,35,2,145.3245,360325,0.006881152180121
Bull's eye,nano,HabiHolic,Aria the Scarlet Ammo Double A AT-X Regraz F_D_Flourite Gaia Karia,10,2,90.024,360744,0.0111081489380609
Invisible,Mimomo & Kotomugi,Sylphi,kemu Underflow [_HalLoWeeN_] HalLoWeeN Reol,21,3,213.315875,364578,0.0093757672747047
Bubblegum K.K.,Atsuko Asahi & Manaka Kataoka,Veridian,Keke Aidoru PolkaMocha Polka Slider Nintendo Aircheck Good Animal crossing crossing: new leaf kk pop radio,11,2,52.32326530612245,364938,0.0191119570644033
Glitter,Misato Aki,Misure,Garden imoutosan Narcissu Tsuki ni Yorisou Otome no Sahou 2 opening eroge hentai galgame visual novel Navel,45,2,89.65224489795918,365826,0.0111542103729603
MONSTER,Reol,handsome,umetora reworu gokusaishoku -kevincela- regraz sharkie bearizm vinxis asahina momoko mokori fort byfar れをる 極彩色 梅とら,44,2,202.0048979591837,366440,0.0049503750161644
Kuchizuke Diamond,WEAVER,jieusieu,yamada kun to nana nin no majo Tenseki bbj0920 Fast,47,2,91.08897959183672,368985,0.0109782764554057
Cosmos,Megpoid GUMI,val0108,vocaloid megpoid gumi yuuki kira kapurico Backfire,25,11,226.700589569161,37054,0.0441110454057696
Kyouran Hey Kids!!,THE ORAL CIGARETTES,Milan-,noragami opening tv size pkhg appleeaterx pishifat Yato Iki Hiyori Yukine,38,8,89.88734693877551,371419,0.0778752542865446
Mushroom Mother,Hatsune Miku,m i z u k i,pinokiop Apricot Apriy,19,4,135.39265,37391,0.0221577759206278
Cigarettes In The Theatre,Two Door Cinema Club,Lesjuh,tdcc tourist history british indie gladi gladiool,49,3,214.4130612244898,37461,0.0093277899610136
Breath,Breaking Benjamin,pishifat,phobia punk metal,80,2,155.06820833333333,374683,0.0064487750954754
THE HERO!!~Ikareru Kobushi ni Hi o Tsukero~ (TV Size),JAM Project,Sonnyc,오늘부터 수능이다 아싸 one punch man wanpanman 원펀맨 opening eINess halloween [_HalLoWeeN_] Reol Set Fire to the Furious Fist,22,3,88.09733333333334,374827,0.0227021627593722
Sekiranun Graffiti,ryo (supercell) feat. Hatsune Miku,Colin Hou,Project Diva Extended Dixie Flatline Fallin' Fallin' Fallin',53,3,215.4318367346939,37753,0.0092836789135443
Just a fool loves you,C.I.L. Cafe,KittyAdventure,Club Of By For The Baka Natsunosuke Yamato Ryoka Amada Sho Uraki Mizuki Yui Skyjunction KENN ポン吉 はち ねこすけ、ハウる visual novel furry yaoi Bakabu Takiken Auxent Konei gokugohan12468 Frey Left 4 Death luxoDeh まずらぼ[muzzle-lab] Mazurabo Opening Version Op Ver,3,2,45.1134693877551,377622,0.0221663288940359
Light My Fire (TV Size),KOTOKO,happy30,team fumoffu ryo supercell dandan Dangaard Sallad4ever opening,27,4,90.41333333333333,37932,0.0331809467630143
Bull's eye,nano,HB24,Aria the Scarlet Ammo Double A AT-X Sotarks,12,2,90.024,384588,0.0111081489380609
Amadeus,Ito Kanako,FrostxE,シュタインズ・ゲート ゼロ Frostmourne,16,2,237.67666666666668,384688,0.0042073966032284
Attakain Dakara,Hanatan,Down,honeyworks kumamushi hatsune miku vocaloid Because It's Warm left rose_pacifica taeyang,64,2,82.49469387755101,388403,0.0121219917669411
Russian Snowy Dance,Mutsuhiko Izumi,Chocopikel,ripples,13,3,109.58366666666667,38872,0.0182508950543116
Sparkling Daydream,ZAQ,Chloe,opening Chu-2 byo demo KOI ga shitai Natsu Regraz CSAQ,24,2,249.9395918367347,389192,0.004000966764214
Brave New World,Brown Eyed Girls,Irreversible,gain jea narsha miryo hey funny rap afro Hula seventies trip neurim shoot slow emphasis vocals all about the world stop space time of the world i got high blood pressure i gotta need some fresh air fresher Arphimigon Byby14 Byby_chan Nekomata handsome -kevincela- kevincela,231,2,241.24081632653065,390388,0.0041452355170546
Cocaine (Nightcore Mix),Nomy,Aleks719,Song Or Suicide Patrick Marquardt Beronika Niva Reiji-RJ,39,2,185.78283333333331,39153,0.0053826286425817
Bull's Eye,nano,Asphyxia,Aria The Scarlet Ammo Double A opening Full Version Little Mikii moph toybot BetaStar -kevincela- kevincela Collab Collaboration CloudSplash16,70,2,229.87755102040816,393986,0.0043501420454545
Everybody,Backstreet Boys,mtmcl,,4,4,302.1088125,3946,0.0099301969220113
Sayonara Usotsuki,mimimemeMIMI,Mikii,and ブレイドアンドソウル opening full unison square garden yuki takao タカオユキ professionalbox kibbleru fuccho evilelvis toybot,56,4,257.410625,395359,0.0116545305773605
Routine,Silent Siren,sukiNathan,jpop j-pop aina yamauchi yukako kurosaka hinako umemura sumire yoshida ayana sōgawa sogawa giralda,53,3,243.4735,396745,0.0082144463360488
Pinky Jones (TV Size),Momoiro Clover,xsrsbsns,cRyo[iceeicee] R_a_r_e Rare Niva KDS ending,37,2,87.54097916666667,40218,0.011423221553144
If you went out with friends in a way,Subplaid,grumd,[ryuu],2,2,46.80533333333333,40327,0.0213650865998176
-BWW SCREAM-,Giga,Lavender,reol no title Streliteela Dream117er Kawaiwkyik Rizia yf_bmp Skystar Amamiya Yuko,41,2,81.23539682539682,404658,0.0123099047838634
Kesenai Tsumi (TV Size),Kitade Nana,Yahuri,Fullmetal Alchemist Hagane no Renkinjutsushi edward alphonse elric japanese rock jrock pop jpop anime ed ending,9,4,80.3004081632653,406578,0.0373597104749512
Aikotoba (TV Size),Sakura Merry-Men,S h i o n,boys love yaoi ending kadokawa Kiiwa toejamms Megurine Luka KanaRin,68,3,88.848,41164,0.022510354763191
Droopy likes ricochet,C418,Bass-chan,mojang moodyrpg ouran ouranhshc bluedragon mmzz nogard ambient piano minecraft volume alpha Daniel Rosenfeld,11,2,3.78775,41545,0.2640089763051944
Above the Clouds,Helblinde,Asserin,Bara- Krfawy HB24 Kanari Chill,14,3,129.6,416444,0.0154320987654321
Black + White (TV EDIT),Iori Nomizu,lit120,opening mondaiji tachi ga isekai kara kuru soudesuyo? sakamaki izayoi kudou asuka kasukabe you kuro usagi and -hakurei- battle -tochi davided doormat kibbleru,45,2,87.06608333333334,419409,0.011485528712386
quaver,dj TAKA,Monstrata,true blue risk junk snownino_ haruto haruto_aizawa [ Joey ] Aia beatmania IIDX 19 Lincle jubeat saucer jukebeat KONAMI music pack 25 pop'n music Sunny Park plus MUSIC PACK 29 + ポップンリズミン パック1 MUSIC PACK 19,62,6,215.32734693877552,423527,0.0232204597840592
You & I,IU,ykcarrot,Yi Ji-eun Last Fantasy k-pop kpop L_i_a yeahyeahyeahhh yyy,16,2,239.87045351473924,42532,0.0041689169522437
Senbonzakura,Wagakki Band,pkk,Vocalo Zanmai ボカロ三昧 Yasou Emaki 八奏絵巻 pkmnyab,329,2,273.03183673469385,427508,0.003662576540375
Sakura to Kotori,Hana,Giralda,Himawari no Kyoukai to Nagai Natsuyasumi eroge visual novel laurier,31,2,311.22285714285715,427688,0.0032131316098707
Shirayuki ~sirayuki~,Tonon,yf_bmp,Kurousa-P 黒うさP Kimi no Iru Keshiki 君のいる景色 Narcissu Streliteela ZZHBOY Adol Christin - Jelly -,12,4,282.013,429316,0.0106378074769602
Aoi Shiori,Galileo Galilei,Log Off Now,Anohana Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai Hokichi opening op blue bookmark ガリレオガリレイ,19,2,89.88734693877551,430926,0.0111250363266492
Hachigatsu no Yoru,Silent Siren,Kisses,JPop Sylphi Underflow MrSergio Yoshida Sumire Umemura Hinako Yamauchi Aina Kurosaka Yukako 吉田菫 梅村妃奈子 山内あいな 黒坂優香子,36,2,107.14546485260772,431708,0.0093331061783681
Aimai Elegy,DECO*27 feat. marina,val0108,AmatouTrio Love-Lost Love phonic Apricot Garven DaxMasterix i_c_h_i_g_o,19,4,196.04895833333333,43248,0.0153023001269878
Ring my Bell (TV Size),Blue Drops,Darksonic,opening -sekai- ignacio daxmasterix verdisphena,16,2,90.04408163265306,43321,0.0111056715984914
Day to Story (TV Size),Kaori Sadohara,Karia,ending date a live 2 Mugiwarasekai Irohas Neoskylove,67,3,91.21875,434845,0.0219253168893456
algorhythm,Meramipop,cRyo[iceeicee],c81 Forestpireo Girl's Festa! 01 KanaRin climbb65588,2,2,223.51766666666663,43524,0.0044739192875134
Toki o Kizamu Uta - TV animation Ver. -,Lia,Lanturn,wo Maeda Jun Key Sounds Label TORCH 麻枝准 OP Opening Size クラナド アフターストーリー Yohanes pkhg Doyak yaldo_27,16,5,91.06285714285714,438531,0.0439257028112449
Gensou no Satellite,Comp,Shinxyn,Buta-Otome touhou Greenwich in the sky Royal Observatory Ranko Magical Astronomy Fantasy Jazz ZUN,26,2,231.215125,4404,0.0043249765775487
DARAKENA (TV-size),Iori Nomizu,handsome,chaika the coffin princess hitsugi no,39,4,89.23429166666666,442276,0.0336193625115158
ninelie,Aimer with chelly (EGOIST),jonathanlfj,CSLM captin1 Trust LunarSakuya 澤野弘之 Sawano Hiroyuki Kabaneri of the Iron Fortress koutetsujou no ed ending,40,2,259.8475,443879,0.0038484110872723
Kibou no Uta (TV Size),ULTRA TOWER,Nevo,Shokugeki no Soma Food Wars! opening op 1 Shiratoi Agatsu Armin A_r_M_i_N Renumi japanese anime,14,5,89.93958333333333,446418,0.0444742998772324
GO!!! ~NARUTO OPENING MIX~,FLOW,Monstrata,byby byby13 byby_chan gero ipas haruto haruto_aizawa haruto- alacat sasuke sakura kakashi itachi tsunade yamato alternator style,15,2,93.20326530612245,451316,0.0107292378299788
Valkyrie-Ikusa Otome-,Wagakki Band,Shiro,Odaril opening op akali twin star exorcists Sousei no Onmyoji,17,2,91.11510204081632,452310,0.0109751290137614
Onna to Onna no Yuri-Game,Mikami Shiori & Ookubo Rumi,eg91022a71w,Yoshikawa Chinatsu Akaza Akari yryr,11,4,142.98925,45316,0.0209805981918221
Poshli vy v zhopu!,Bianka AKA Kralya,Sieg,hip-hop rap russian bakari ticclick marmowka fcl namki shmiklak wajinshu refaller nelly хейтеры-хуейтеры,9,2,82.26560090702948,454827,0.0121557490491089
Ikenai Borderline,WALKUERE,Rizia,Macross Delta kawaiwkyik wkyik kacha ShiraKai Minakami Yuki Koiyuki Freyja Wion Mikumo Guynemer Kaname Buccaneer Makina Nakajima Reina Prowler Minori Suzuki Koshimizu Ami Nishida Nozomi Toyama Nao Yasuno Kiyono JUNNA,40,3,278.02125,454835,0.0071936947265721
Meltdown,Kagamine Rin,ertyukjh010,Vocaloid Vocaloid2 kuma Beren KayeSara,227,4,326.87016666666665,45672,0.0091779559774242
Towa yori Towa ni,marina,lit120,shoujo shiniki tengoku eikyuu yori eien ni lass ed ending visual novel eroge -Hakurei- DavidEd dilectus akitoshi corinn -laura- blizs fantastica snownino_ battle lasse kibbleru,19,3,152.17743764172334,457621,0.0131425527397081
You Belong With Me,Taylor Swift,ErufenRito,Verdisphena aabc271 DaxMasterix,189,3,232.1529375,46266,0.0086150105251198
This game,Suzuki Konomi,Kalibe,No Game Life opening op full version akitoshi deppyforce [C_u_r_i] Curi,119,2,284.3066666666667,462896,0.003517328706092
Attakain Dakara,Hanatan,Stjpa,honeyworks hatsune miku vocaloid because it's warm pati p_i_k_u piku jbhyperion,16,2,82.49469387755101,464644,0.0121219917669411
little secret magic,fhana,Sotarks,what a wonderful world line lantis junichi sato yuxuki waga kevin mitsunaga towana kalibe linada hb24 akitoshi yuii-,53,4,113.37142857142857,465300,0.026461693548387
Image,SCANDAL,Sotarks,pkhg akitoshi yuii- haruna ono tomomi ogawa mami sasazaki rina suzuki kawaguchi keita hello world,37,3,118.56979591836736,466737,0.0168677021370345
