title,artist,creator,tags,num_uninherited_points,mp3_duration_seconds,song_name,variation_rating_uninherited
ONENESS,Roselia,Underdogs,[ -Scarlet- ] Determination Symphony BanG Dream! Garupa Bandori ロゼリア ガルパ Girls Band Party! 湊友希那 Minato Yukina 相羽あいな Aiba Aina 宇田川あこ Udagawa Ako 櫻川めぐ Sakuragawa Megu 白金燐子 Shirokane Rinko 明坂聡美 Akesaka Satomi 氷川紗夜 Hikawa Sayo 工藤晴香 Kudou Haruka 今井リサ Imai Risa 遠藤ゆりか Endou Yurika,6,122.28,419257,0.04088976120379457
Love your enemies,Kanon Wakeshima,Delis,luminescence Q.E.D. movie,12,250.30529166666668,419765,0.04394633420155087
fantastic dreamer,Machico,Rizia,Kono Subarashii Sekai ni Shukufuku o! KONOSUBA -God's blessing on this wonderful world! anime op opening kawaiwkyik MkGuh Kisses Yogurtt,5,244.16654166666666,420390,0.016382260946549973
gabe power,Dendei,HighTec,gero bara- cheesecake mazziv shizuku- hikaru rose hikarur arphimigon snownino_ gabe the dog brain power noma ノマ,3,36.36244897959184,420765,0.05500179597701149
Guren,DOES,Kagetsu,Ki/oon Records Wataru Ujihara Yasushi Akatsuka Kēsaku Morita shippuden opening 15 tv size,5,90.12779166666667,424295,0.04438142692759864
'Don't Let Me Go' Feat. Amy Pearson (Original Mix),The Prototypes,Welpe,DnB Drum and Bass Viper Recordings cut Mikii Desperate-kun LunarBlossom,10,114.21266666666666,424568,0.07880036656763115
Bulls in the Bronx,Pierce The Veil,Avena,Collide with the Sky Post Hardcore HB24 pishifat Aia Priti,2,270.2628125,424713,0.0037001020996923133
MEMORIA (TV Size),Aoi Eir,bossandy,spboxer3 No_Gu Aisha A_i_s_h_a ending Eiru,2,91.46004166666667,42475,0.010933736545239929
She Sings In The Morning,Pierce The Veil,pishifat,flair for dramatic metal punk post hardcore sharkie,12,179.1035,425053,0.06141700190113538
Hesitation Snow (Short Ver.),fripSide,kusano,SAGA PLANETS eroge opening Melophobia MiLu,3,152.89469387755102,42534,0.013080898684435332
W:Wonder tale,Tamura Yukari,-Nitrous,oreshura ending Akitoshi zeroallies Ore no Kanojo to Osananajimi ga Shuraba Sugiru tv size,4,91.82142857142857,425935,0.03267211201866978
Lil' Goldfish,Marika,vivicat,Nao'ymt wit'-1st Season- japanese pop jpop j-pop Beren english first little,2,339.9836734693878,426920,0.0029413177103342295
Dynamite (Extended Mix),USAO,sukiNathan,ORIGINAL SOUNDTRACK hybrid twerk pishifat -kevincela- kevincela erunamojazz electro dnb drum and bass,35,241.559625,431697,0.14075199860075954
Mad World (Station Earth Remix),Manoeuvres,Bearizm,Liquid Drum and Bass DnB Liquicity appleeaterx HootOwlStar,5,129.69795918367348,434391,0.030840886203423967
filament (TV Size),Yousei Teikoku,osuplayer111,climbb65588 climbb Samah lolcubes Ending,2,89.976,43560,0.011114074864408286
Winter Wrap Up,Daniel Ingram,Odaril,pony Hasbro MLP MLP:FiM FiM Spike Twilight Sparkle Rainbow Dash Pinkie Pie Fluttershy Rarity Applejack cartoon AppleBloom SugarBerry Cherilee Rebecca Shoichet Ashleigh Ball Andrea Libman Shannon Chan-Kent Kazumi Evans,10,196.96325,43812,0.04569380328563832
the WORLD  ~TV Size~,NIGHTMARE,smallboat,opening studio avex madhouse heart attack number time death note brain chase battle heaven hell game comic movie survive mystery black red apple killer kira oba tsugumi obata Takeshi ryuk eye m1223961117 dream117er kencho,4,83.016,438535,0.03613761202659728
Misanthropic Drunken Loner,Days N' Daze,pishifat,rogue taxidermy washboard folk punk,35,157.212875,442587,0.21626727454732955
Handlebars,Flobots,Odaril,fight with tools,15,207.38608333333335,44331,0.06750694055732605
TURN DOWN FOR WHAT,DJ SNAKE & LIL JON,Feb,hiphop black cut version short,3,119.027125,444877,0.016802892617964183
Girlfriend,Avril Lavigne,-Baby Strawberry-,the best damn thing punk tutuhaha,4,215.71916666666667,44674,0.013906970096151246
Sumowind,_yosuke & MOKONA,cmn_891127,spboxer3 Banana vivicat vocaloid yosuke MEIKO KAITO,7,223.3730625,44782,0.026860893309371178
Tsugai Kogarashi,Usatsurai,Beren,Usa Tolie A Pair of Wintry Winds Kiiwa S h i a shia vocaloid Sumowind lolcubes,9,224.3265306122449,44867,0.03566229985443959
Sore wa Chiisana Hikari no Youna,Sayuri,pkhg,tv size Boku dake ga inai Machi Erased Ending,4,89.748820861678,450315,0.0334266230040352
Zetsubou Restaurant,Zetsubou Shoujotachi,Okoratu,Anime Japanese Zetubou Ending Zan Sayonara Zetsubou Sensei Tanii Asuka Sanada Asami Gotou Yuuko Matsuki Miyu Okorin 谷井あすか 小森霧 真田アサミ 常月まとい 後藤邑子 小節あびる 松来未祐 藤吉晴美 komori kiri tsunetsuki matoi kobushi abiru fujiyoshi harumi,4,257.2277551020408,450762,0.011662816086117599
Ichido dake no Koi nara,WALKUERE,Fumika,Netsukawa KantoKun jonathanlfj Walküre Attack! Macross Delta デルタ Opening Mikumo Guynemer Freyja Wion Kaname Buccaneer Makina Nakajima Reina Prowler JUNNA Suzuki Minori Yasuno Kiyono Nishida Nozomi Toyama Nao,4,90.69714285714285,451560,0.033077116935483875
